objectid,cl,nome_completo,area_plane,cod_rp,rp,codra,regiao_adm,cb_imovel,nome,tributacao,tipologia,tot_imoveis,areaconst_res,exercicio
62631,016295,Rua Carandaí,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,46,5435,2025
62632,016642,Rua Carolina Machado,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,38,4494,2025
62633,016725,Travessa Casemiro de Abreu,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,4,315,2025
62634,017632,Rua Comandaí,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,93,6963,2025
62635,023663,Rua General Savaget,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,43,3087,2025
62636,170316,Rua Salomão Filho,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,APARTAMENTO                             ,479,27642,2025
62637,220301,Rua Augusto Sanches de Baena,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,APARTAMENTO                             ,2,156,2025
62638,010504,Rua Descartes,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,9,631,2025
62639,012450,Rua João Monteiro,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,36,2871,2025
62640,016212,Rua Capitão Rubens,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,105,7832,2025
62641,018259,Rua Coruripe,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,264,16064,2025
62642,019042,Rua Canaã,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,46,3178,2025
62643,019166,Rua Delfino Rodrigues,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,3,150,2025
62644,021626,Rua Esmeraldina,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,25,2390,2025
62645,023101,Rua Frei Sampaio,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,157,14176,2025
62646,023556,Rua General Claudio,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,187,14800,2025
62647,025445,Rua Igarata,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,254,18849,2025
62648,030882,Rua Marina,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,34,2505,2025
62649,032037,Rua Nabuco de Araujo,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,18,932,2025
62650,032086,Rua Navarro da Costa,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,102,6964,2025
62651,034868,Rua Piraí,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,128,8662,2025
62652,035139,Rua Santa Rita de Cássia,3,3.3,Madureira,15,MADUREIRA               ,090,Marechal Hermes           ,R,CASA                                    ,127,8454,2025
62653,087890,Rua Doutor Dilermando Cruz,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,CASA                                    ,13,4594,2025
62654,089029,Rua Professor Helion Povoa,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,CASA                                    ,8,1634,2025
62655,096545,Rua Joaquim Pizarro,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,CASA                                    ,19,1066,2025
62656,122853,Rua Projetada Três,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,CASA                                    ,2,97,2025
62657,180638,Rua Engenheiro Enaldo Cravo Peixoto,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,CASA                                    ,1,56,2025
62658,064592,Rua Almirante Cochrane,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,ESPECIAL                                ,1,142,2025
62659,067017,Rua Bom Pastor,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,ESPECIAL                                ,1,350,2025
62660,068478,Rua Clemente Falcão,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,ESPECIAL                                ,1,207,2025
62661,122846,Rua Projetada Dois,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,CASA                                    ,1,48,2025
62662,064451,Rua Alfredo Pinto,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,ESPECIAL                                ,1,106,2025
62663,067967,Rua Caruso,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,ESPECIAL                                ,1,414,2025
62664,077636,Rua Moura Brito,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,ESPECIAL                                ,1,477,2025
62665,087106,Rua Marechal Taumaturgo de Azevedo,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,ESPECIAL                                ,1,160,2025
62666,066381,Rua Barão de Mesquita,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,SALA                                    ,1,40,2025
62667,069773,Rua Domício da Gama,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,SALA                                    ,1,43,2025
62668,073353,Rua Haddock Lobo,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,SALA                                    ,11,320,2025
62669,093336,Travessa Inácio Bittencourt,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,SALA                                    ,4,227,2025
62670,020438,Rua Doutor Catrambi,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,98,8539,2025
62671,032391,Avenida Edison Passos,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,93,13428,2025
62672,089086,Rua Monsenhor Battistoni,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,SALA                                    ,1,274,2025
62673,080200,Rua Rego Lopes,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,VAGA DE GARAGEM                         ,42,546,2025
62674,036178,Caminho Santo André,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,1,50,2025
62675,056770,Estrada do Soberbo,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,1,72,2025
62676,076166,Estrada de Maracai,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,7,660,2025
62677,080028,Rua Raiz da Serra,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,11,1018,2025
62678,084509,Rua Marechal Pilsudski,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,12,912,2025
62679,102210,Travessa da Selva,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,1,276,2025
62680,018747,Rua Angelo dos Reis,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,50,4609,2025
62681,042440,Estrada Velha da Tijuca,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,74,18053,2025
62682,048488,Rua Alves Camara,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,9,487,2025
62683,079137,Rua Pereira Barreto,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,ESPECIAL                                ,1,577,2025
62684,079822,Rua Professor Gabizo,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,ESPECIAL                                ,1,239,2025
62685,082826,Avenida Heitor Beltrão,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,ESPECIAL                                ,1,330,2025
62686,081141,Rua São Francisco Xavier,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,LOJA                                    ,1,360,2025
62687,061556,Rua Mariz e Barros,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,SALA                                    ,4,93,2025
62688,072637,Rua General Roca,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,SALA                                    ,91,2322,2025
62689,079137,Rua Pereira Barreto,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,SALA                                    ,1,224,2025
62690,070375,Rua Doutor Satamini,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,VAGA DE GARAGEM                         ,3,36,2025
62691,072637,Rua General Roca,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,VAGA DE GARAGEM                         ,39,522,2025
62692,080903,Rua Santa Sofia,2,2.2,Tijuca,8,TIJUCA                  ,033,Tijuca                    ,R,VAGA DE GARAGEM                         ,3,36,2025
62693,014290,Rua da Boa Vista,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,7,838,2025
62694,046516,Estrada da Paz,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,1,1960,2025
62695,048488,Rua Alves Camara,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,12,531,2025
62696,049700,Estrada do Tijuaçu,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,1,431,2025
62697,066985,Rua Amado Nervo,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,3,535,2025
62698,082768,Rua Itacoce,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,11,996,2025
62699,087098,Rua Tiumbi,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,3,318,2025
62700,012799,Praça Afonso Viseu,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,3,1400,2025
62701,023200,Estrada das Furnas,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,23,4968,2025
62702,030692,Rua Caetano de Campos,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,52,4303,2025
62703,048140,Praça Martins Leão,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,1,195,2025
62704,052027,Estrada Cascatinha,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,1,35,2025
62705,056770,Estrada do Soberbo,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,18,5257,2025
62706,048140,Praça Martins Leão,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,79,5483,2025
62707,066910,Estrada Bigua,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,5,252,2025
62708,070607,Rua Eduardo Xavier,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,1,80,2025
62709,072454,Estrada da Gávea Pequena,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,40,6903,2025
62710,073999,Estrada Itapicuru,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,11,671,2025
62711,009183,Rua João Batista Sequeira,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,7,2612,2025
62712,020438,Rua Doutor Catrambi,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,40,8028,2025
62713,031914,Rua Custódio Correa,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,31,1466,2025
62714,032391,Avenida Edison Passos,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,68,22395,2025
62715,035584,Rua Ministro Viriato Vargas,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,32,4919,2025
62716,047696,Estrada do Açude,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,11,4862,2025
62717,035584,Rua Ministro Viriato Vargas,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,30,2289,2025
62718,042440,Estrada Velha da Tijuca,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,97,9032,2025
62719,071639,Rua Ferreira de Almeida,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,3,295,2025
62720,083766,Estrada Vista Chinesa,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,1,54,2025
62721,085811,Rua Muçu,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,APARTAMENTO                             ,19,2251,2025
62722,004705,Rua Comendador Gervásio Seabra,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,11,4316,2025
62723,014290,Rua da Boa Vista,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,34,4710,2025
62724,036178,Caminho Santo André,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,9,917,2025
62725,046516,Estrada da Paz,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,13,3190,2025
62726,073999,Estrada Itapicuru,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,9,501,2025
62727,078964,Estrada da Pedra Bonita,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,6,1511,2025
62728,066910,Estrada Bigua,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,21,1475,2025
62729,069898,Estrada Dona Castorina,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,1,482,2025
62730,070607,Rua Eduardo Xavier,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,22,4744,2025
62731,071936,Rua Fontes Castelo,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,9,2364,2025
62732,076166,Estrada de Maracai,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,55,4820,2025
62733,080028,Rua Raiz da Serra,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,4,867,2025
62734,084509,Rua Marechal Pilsudski,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,10,2474,2025
62735,012799,Praça Afonso Viseu,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,ESPECIAL                                ,1,433,2025
62736,018747,Rua Angelo dos Reis,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,ESPECIAL                                ,1,521,2025
62737,032391,Avenida Edison Passos,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,ESPECIAL                                ,1,771,2025
62738,064584,Rua Almirante João Candido Brasil,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,89,7626,2025
62739,059667,Estrada do Quebra Cangalhas,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,5,805,2025
62740,066985,Rua Amado Nervo,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,17,3747,2025
62741,067223,Estrada Palmeira dos Índios,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,15,1373,2025
62742,083154,Estrada Velha da Gávea Pequena,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,4,616,2025
62743,083766,Estrada Vista Chinesa,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,18,5308,2025
62744,085811,Rua Muçu,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,14,4159,2025
62745,087080,Rua Juruato,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,1,300,2025
62746,087098,Rua Tiumbi,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,11,2869,2025
62747,088799,Rua Dona Rita Costa,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,2,1403,2025
62748,071639,Rua Ferreira de Almeida,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,ESPECIAL                                ,1,9987,2025
62749,061556,Rua Mariz e Barros,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,1089,92636,2025
62750,049700,Estrada do Tijuaçu,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,5,1094,2025
62751,057331,sem nome - CL 057331,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,8,645,2025
62752,068296,Estrada Chapecó,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,5,2225,2025
62753,071639,Rua Ferreira de Almeida,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,21,1888,2025
62754,071647,Rua Visconde de Beaurepaire,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,3,438,2025
62755,072454,Estrada da Gávea Pequena,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,42,9364,2025
62756,082222,Estrada do Sumaré,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,1,4664,2025
62757,014290,Rua da Boa Vista,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,LOJA                                    ,1,80,2025
62758,071415,Rua Felipe Camarão,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,54,4273,2025
62759,074047,Rua Izidro de Figueiredo,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,255,18832,2025
62760,074088,Rua Jaceguai,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,174,15364,2025
62761,082768,Rua Itacoce,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,9,1584,2025
62762,085803,Rua Raimundo Castro Maia,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,19,3374,2025
62763,092239,Travessa do Alemão,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,1,770,2025
62764,102210,Travessa da Selva,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,23,5950,2025
62765,139071,Caminho Córrego Alegre,2,2.2,Tijuca,8,TIJUCA                  ,034,Alto da Boa Vista         ,R,CASA                                    ,4,1016,2025
62766,068544,Rua Comandante Cordeiro de Faria,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,36,3748,2025
62767,068791,Rua Conselheiro Olegário,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,156,15170,2025
62768,069476,Rua Professor Eurico Rabelo,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,164,12205,2025
62769,072629,Praça General Portinho,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,18,1650,2025
62770,073718,Rua Ibituruna,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,645,47981,2025
62771,075531,Rua Lúcio de Mendonça,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,327,32503,2025
62772,075622,Rua Luis Gama,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,74,5951,2025
62773,078337,Rua Oto de Alencar,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,152,12629,2025
62774,082503,Rua Teixeira Soares,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,28,2089,2025
62775,083451,Boulevard Vinte e oito de Setembro,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,36,2922,2025
62776,084434,Rua Mara,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,23,1868,2025
62777,087643,Rua Jiquiba,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,58,4769,2025
62778,125377,Avenida Professor Manoel de Abreu,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,133,11644,2025
62779,065136,sem nome - CL 065136,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,6,1582,2025
62780,065771,Rua Artur Menezes,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,21,3010,2025
62781,068791,Rua Conselheiro Olegário,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,6,1979,2025
62782,071415,Rua Felipe Camarão,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,76,9673,2025
62783,065771,Rua Artur Menezes,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,218,20812,2025
62784,070094,Rua Dona Zulmira,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,292,30707,2025
62785,072512,Rua General Canabarro,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,324,23536,2025
62786,077511,Rua Morais e Silva,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,859,75595,2025
62787,079822,Rua Professor Gabizo,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,569,49537,2025
62788,082982,Rua Deputado Soares Filho,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,4,329,2025
62789,066209,Rua Visconde de Cairu,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,16,3179,2025
62790,073718,Rua Ibituruna,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,103,12390,2025
62791,074047,Rua Izidro de Figueiredo,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,20,3617,2025
62792,074088,Rua Jaceguai,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,17,4209,2025
62793,075549,Rua Benevenuto Berna,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,28,6660,2025
62794,065136,sem nome - CL 065136,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,27,2157,2025
62795,066209,Rua Visconde de Cairu,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,136,11610,2025
62796,075549,Rua Benevenuto Berna,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,32,1828,2025
62797,076174,Avenida Maracanã,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,1005,87611,2025
62798,077875,Praça Niterói,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,8,444,2025
62799,078832,Avenida Paula Sousa,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,240,22007,2025
62800,081141,Rua São Francisco Xavier,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,1347,91723,2025
62801,081646,Rua Sergipe,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,35,2456,2025
62802,082883,Rua Radialista Waldir Amaral,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,131,8312,2025
62803,070094,Rua Dona Zulmira,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,61,7251,2025
62804,079822,Rua Professor Gabizo,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,24,3862,2025
62805,079053,Rua Pedro Guedes,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,66,4967,2025
62806,080846,Rua Santa Luiza,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,408,35113,2025
62807,081562,Rua Senador Furtado,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,467,36742,2025
62808,083634,Rua Visconde de Itamarati,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,737,61449,2025
62809,099408,Travessa São Silvestre,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,APARTAMENTO                             ,12,938,2025
62810,061556,Rua Mariz e Barros,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,24,3660,2025
62811,064584,Rua Almirante João Candido Brasil,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,67,8937,2025
62812,068544,Rua Comandante Cordeiro de Faria,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,15,3992,2025
62813,069476,Rua Professor Eurico Rabelo,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,23,3830,2025
62814,072512,Rua General Canabarro,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,35,4850,2025
62815,075531,Rua Lúcio de Mendonça,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,18,3342,2025
62816,077511,Rua Morais e Silva,2,2.2,Tijuca,9,VILA ISABEL             ,035,Maracanã                  ,R,CASA                                    ,17,3150,2025
